PROLIFIC_PID,SESSION_ID,STUDY_ID,age,completedAt,country,createdAt,education,gender,q0,q1,q10,q11,q12,q13,q14,q15,q16,q2,q3,q4,q5,q6,q7,q8,q9,selectedMovies,techknow,testGroup,useForImprovementsForOthers,useForRecommendations,useForSharing,work
,,,24,"Wed, 14 Oct 2020 05:26:37 GMT",DK,"Wed, 14 Oct 2020 04:38:30 GMT",Master's degree,Male,5,5,4,4,3,4,5,2,5,4,3,4,4,5,3,3,4,"[{'movieId': 578, 'poster_path': '/qJ2tW6WMUDux911r6m7haRef0WH.jpg', 'title': 'Dark Knight, The (2008)'}, {'movieId': 159, 'poster_path': '/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg', 'title': 'Matrix, The (1999)'}, {'movieId': 795, 'poster_path': '/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg', 'title': 'Avengers: Infinity War - Part I (2018)'}, {'movieId': 654, 'poster_path': '/9gk7adHYeDvHkCSEqAvQNLV5Uge.jpg', 'title': 'Inception (2010)'}, {'movieId': 227, 'poster_path': '/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg', 'title': 'Lord of the Rings: The Return of the King, The (2003)'}, {'movieId': 202, 'poster_path': '/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg', 'title': 'Lord of the Rings: The Fellowship of the Ring, The (2001)'}, {'movieId': 758, 'poster_path': '/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg', 'title': 'Interstellar (2014)'}, {'movieId': 36, 'poster_path': '/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg', 'title': 'Lord of the Rings: The Two Towers, The (2002)'}]",I have a good idea of the technical details,b,False,True,False,Student
5ea7290baa1d6c0df24cfd61,5f868b5a5e08ae1db0864181,5f8574e1321766020cfa1d2e,39,"Wed, 14 Oct 2020 05:28:23 GMT",US,"Wed, 14 Oct 2020 05:23:53 GMT",Master's degree,Male,4,4,4,4,5,4,2,4,5,5,4,3,4,4,3,4,3,"[{'movieId': 297, 'poster_path': '/k1lICEYRpJeFRIRfjxYwmpO9LTu.jpg', 'title': 'Fight Club (1999)'}, {'movieId': 0, 'poster_path': '/pbL5p4YGsqx2xxhQmsW8qBSasdS.jpg', 'title': 'Pulp Fiction (1994)'}, {'movieId': 274, 'poster_path': '/f8rOfzX9UuY4Zc39rljrRbjsWK3.jpg', 'title': 'Goodfellas (1990)'}, {'movieId': 48, 'poster_path': '/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg', 'title': 'Eternal Sunshine of the Spotless Mind (2004)'}, {'movieId': 2538, 'poster_path': '/tWkYclnnChwoMMBFECsEjd5hb77.jpg', 'title': 'Wallace & Gromit: The Best of Aardman Animation (1996)'}, {'movieId': 262, 'poster_path': '/4hRtelqMooXuVUVXuMYt3KbdCWM.jpg', 'title': 'Wallace & Gromit: A Close Shave (1995)'}, {'movieId': 336, 'poster_path': '/56mOJth6DJ6JhgoE2jtpilVqJO.jpg', 'title': 'Snatch (2000)'}, {'movieId': 283, 'poster_path': '/48auuGpzl9KSZixAKwj8yKBNIv4.jpg', 'title': 'Big Lebowski, The (1998)'}, {'movieId': 85, 'poster_path': '/eOFjZMYYx9T8JuV0gm2ezEw0rdl.jpg', 'title': 'Fugitive, The (1993)'}, {'movieId': 1710, 'poster_path': '/gA49wTJMIr3TUM6fEDkjeGxkYgZ.jpg', 'title': 'Office Space (1999)'}, {'movieId': 500, 'poster_path': '/2ZOm4cedJanmN85ZiWrwZPUNv0d.jpg', 'title': 'Serenity (2005)'}, {'movieId': 698, 'poster_path': '/85cWkCVftiVs0BVey6pxX8uNmLt.jpg', 'title': 'Dark Knight Rises, The (2012)'}]",I have a good idea of the technical details,a,True,True,True,Employed full time
5eb13515a571a301e2edb53b,5f8622558fa64115e0a84b65,5f8574e1321766020cfa1d2e,27,"Tue, 13 Oct 2020 21:58:39 GMT",GB,"Tue, 13 Oct 2020 21:55:43 GMT",High school,Male,4,4,2,2,2,2,4,4,4,5,4,4,4,4,4,4,4,"[{'movieId': 297, 'poster_path': '/k1lICEYRpJeFRIRfjxYwmpO9LTu.jpg', 'title': 'Fight Club (1999)'}, {'movieId': 795, 'poster_path': '/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg', 'title': 'Avengers: Infinity War - Part I (2018)'}, {'movieId': 654, 'poster_path': '/9gk7adHYeDvHkCSEqAvQNLV5Uge.jpg', 'title': 'Inception (2010)'}, {'movieId': 268, 'poster_path': '/AjTtJNumZyUDz33VtMlF1K8JPsE.jpg', 'title': 'Reservoir Dogs (1992)'}, {'movieId': 82, 'poster_path': '/clolk7rB5lAjs41SD0Vt6IXYLMm.jpg', 'title': 'Forrest Gump (1994)'}]",I am very knowledgeable,b,True,True,True,Employed full time
5de7bebf0feb5a913f41daf2,5f86225d27bc2615f8e39a39,5f8574e1321766020cfa1d2e,27,"Tue, 13 Oct 2020 22:00:04 GMT",US,"Tue, 13 Oct 2020 21:55:57 GMT",Bachelor's degree,Male,5,5,4,5,4,5,5,4,5,4,5,3,3,4,5,5,4,"[{'movieId': 79, 'poster_path': '/5KCVkau1HEl7ZzfPsKAPM0sMiKc.jpg', 'title': 'Shawshank Redemption, The (1994)'}, {'movieId': 297, 'poster_path': '/k1lICEYRpJeFRIRfjxYwmpO9LTu.jpg', 'title': 'Fight Club (1999)'}, {'movieId': 274, 'poster_path': '/f8rOfzX9UuY4Zc39rljrRbjsWK3.jpg', 'title': 'Goodfellas (1990)'}, {'movieId': 795, 'poster_path': '/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg', 'title': 'Avengers: Infinity War - Part I (2018)'}, {'movieId': 578, 'poster_path': '/qJ2tW6WMUDux911r6m7haRef0WH.jpg', 'title': 'Dark Knight, The (2008)'}, {'movieId': 159, 'poster_path': '/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg', 'title': 'Matrix, The (1999)'}, {'movieId': 654, 'poster_path': '/9gk7adHYeDvHkCSEqAvQNLV5Uge.jpg', 'title': 'Inception (2010)'}, {'movieId': 534, 'poster_path': '/jyAgiqVSx5fl0NNj7WoGGKweXrL.jpg', 'title': 'Departed, The (2006)'}, {'movieId': 758, 'poster_path': '/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg', 'title': 'Interstellar (2014)'}, {'movieId': 537, 'poster_path': '/pvSESD7ujxWZwtYDb9l57qE0ywq.jpg', 'title': 'Prestige, The (2006)'}, {'movieId': 924, 'poster_path': '/6yoghtyTpznpBik8EngEmJskVUO.jpg', 'title': 'Seven (a.k.a. Se7en) (1995)'}, {'movieId': 82, 'poster_path': '/clolk7rB5lAjs41SD0Vt6IXYLMm.jpg', 'title': 'Forrest Gump (1994)'}, {'movieId': 141, 'poster_path': '/1wY4psJ5NVEhCuOYROwLH2XExM2.jpg', 'title': 'Saving Private Ryan (1998)'}, {'movieId': 805, 'poster_path': '/5BHuvQ6p9kfc091Z8RiFNhCwL4b.jpg', 'title': 'The Martian (2015)'}, {'movieId': 1717, 'poster_path': '/velWPhVMQeQKcxggNEU8YmIo52R.jpg', 'title': 'Green Mile, The (1999)'}, {'movieId': 724, 'poster_path': '/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg', 'title': 'Django Unchained (2012)'}, {'movieId': 698, 'poster_path': '/85cWkCVftiVs0BVey6pxX8uNmLt.jpg', 'title': 'Dark Knight Rises, The (2012)'}, {'movieId': 876, 'poster_path': '/rIfKIYMbwVlnAXOOaQRsm34GW3S.jpg', 'title': 'Up (2009)'}, {'movieId': 645, 'poster_path': '/kve20tXwUZpu4GUX8l6X7Z4jmL6.jpg', 'title': 'Shutter Island (2010)'}, {'movieId': 2455, 'poster_path': '/uhviyknTT5cEQXbn6vWIqfM4vGm.jpg', 'title': 'Prisoners (2013)'}, {'movieId': 245, 'poster_path': '/8RW2runSEc34IwKN2D1aPcJd2UL.jpg', 'title': 'Batman Begins (2005)'}, {'movieId': 775, 'poster_path': '/r7vmZjiyZw9rpJMQJdXpjgiCOk9.jpg', 'title': 'Guardians of the Galaxy (2014)'}, {'movieId': 773, 'poster_path': '/qymaJhucquUwjpb8oiqynMeXnID.jpg', 'title': 'Gone Girl (2014)'}, {'movieId': 806, 'poster_path': '/lRHE0vzf3oYJrhbsHXjIkF4Tl5A.jpg', 'title': 'Inside Out (2015)'}]",I am very knowledgeable,d,True,True,True,Employed full time
5ea4360dd2c7cf012a1f60a7,5f862250d6304315d6943160,5f8574e1321766020cfa1d2e,36,"Tue, 13 Oct 2020 22:03:54 GMT",GB,"Tue, 13 Oct 2020 21:56:45 GMT",Master's degree,Female,3,3,2,2,2,2,4,4,5,2,2,2,2,2,2,2,2,"[{'movieId': 297, 'poster_path': '/k1lICEYRpJeFRIRfjxYwmpO9LTu.jpg', 'title': 'Fight Club (1999)'}, {'movieId': 654, 'poster_path': '/9gk7adHYeDvHkCSEqAvQNLV5Uge.jpg', 'title': 'Inception (2010)'}, {'movieId': 29, 'poster_path': '/slVnvaH6fpF22154vnjQJdXCVZd.jpg', 'title': ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)""}, {'movieId': 48, 'poster_path': '/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg', 'title': 'Eternal Sunshine of the Spotless Mind (2004)'}, {'movieId': 827, 'poster_path': '/x2FJsf1ElAgr63Y3PNPtJrcmpoe.jpg', 'title': 'Arrival (2016)'}, {'movieId': 1824, 'poster_path': '/wOgmhrSUwOuZJsQXf2GsI923N0f.jpg', 'title': 'Moonrise Kingdom (2012)'}, {'movieId': 70, 'poster_path': '/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg', 'title': 'Toy Story (1995)'}, {'movieId': 842, 'poster_path': '/gCgt1WARPZaXnq523ySQEUKinCs.jpg', 'title': 'Groundhog Day (1993)'}]",I don't know any technical details,d,True,True,False,Student
5c282fa170d93a000121164b,5f868b522c819c1e1c8e061a,5f8574e1321766020cfa1d2e,19,"Wed, 14 Oct 2020 05:25:35 GMT",US,"Wed, 14 Oct 2020 05:23:37 GMT",High school,Male,4,4,5,5,5,5,2,2,5,3,3,2,3,3,4,4,4,"[{'movieId': 344, 'poster_path': '/uprP8rtOgMYJQ2h3ldDFvGsaBgH.jpg', 'title': 'Memento (2000)'}, {'movieId': 202, 'poster_path': '/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg', 'title': 'Lord of the Rings: The Fellowship of the Ring, The (2001)'}, {'movieId': 227, 'poster_path': '/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg', 'title': 'Lord of the Rings: The Return of the King, The (2003)'}, {'movieId': 36, 'poster_path': '/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg', 'title': 'Lord of the Rings: The Two Towers, The (2002)'}, {'movieId': 1710, 'poster_path': '/gA49wTJMIr3TUM6fEDkjeGxkYgZ.jpg', 'title': 'Office Space (1999)'}]",I am an expert,a,True,True,True,Unemployed (currently looking for job)
5f2208b487077a6901824a40,5f868b6553e8541ddd64b194,5f8574e1321766020cfa1d2e,22,"Wed, 14 Oct 2020 05:27:17 GMT",US,"Wed, 14 Oct 2020 05:24:06 GMT",High school,Female,4,5,1,1,1,1,1,1,5,5,4,4,4,5,5,4,4,"[{'movieId': 795, 'poster_path': '/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg', 'title': 'Avengers: Infinity War - Part I (2018)'}, {'movieId': 82, 'poster_path': '/clolk7rB5lAjs41SD0Vt6IXYLMm.jpg', 'title': 'Forrest Gump (1994)'}, {'movieId': 36, 'poster_path': '/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg', 'title': 'Lord of the Rings: The Two Towers, The (2002)'}, {'movieId': 202, 'poster_path': '/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg', 'title': 'Lord of the Rings: The Fellowship of the Ring, The (2001)'}, {'movieId': 227, 'poster_path': '/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg', 'title': 'Lord of the Rings: The Return of the King, The (2003)'}, {'movieId': 586, 'poster_path': '/Agc6lw8pb6BIGVeguvdjDT0p9Mb.jpg', 'title': 'WALL·E (2008)'}, {'movieId': 876, 'poster_path': '/rIfKIYMbwVlnAXOOaQRsm34GW3S.jpg', 'title': 'Up (2009)'}, {'movieId': 3027, 'poster_path': '/eKi8dIrr8voobbaGzDpe8w0PVbC.jpg', 'title': 'Coco (2017)'}, {'movieId': 775, 'poster_path': '/r7vmZjiyZw9rpJMQJdXpjgiCOk9.jpg', 'title': 'Guardians of the Galaxy (2014)'}, {'movieId': 5506, 'poster_path': '/9lfz2W2uGjyow3am00rsPJ8iOyq.jpg', 'title': 'Hidden Figures (2016)'}, {'movieId': 648, 'poster_path': '/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg', 'title': 'How to Train Your Dragon (2010)'}, {'movieId': 688, 'poster_path': '/da22ZBmrDOXOCDRvr8Gic8ldhv4.jpg', 'title': 'Harry Potter and the Deathly Hallows: Part 2 (2011)'}, {'movieId': 664, 'poster_path': '/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg', 'title': 'Harry Potter and the Deathly Hallows: Part 1 (2010)'}, {'movieId': 236, 'poster_path': '/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg', 'title': 'Incredibles, The (2004)'}]",I have a good idea of the technical details,b,True,True,True,Student
5a90cbb56475f900019f8b1c,5f868b94bd19251ea4d3ea21,5f8574e1321766020cfa1d2e,29,"Wed, 14 Oct 2020 05:30:23 GMT",US,"Wed, 14 Oct 2020 05:24:45 GMT",Bachelor's degree,Female,4,5,2,1,2,3,4,2,5,4,3,4,4,4,3,4,4,"[{'movieId': 89, 'poster_path': '/lKb6h6LURE33I3GRFYgHBUfjwSU.jpg', 'title': ""Schindler's List (1993)""}, {'movieId': 916, 'poster_path': '/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg', 'title': 'Spider-Man: Into the Spider-Verse (2018)'}, {'movieId': 3027, 'poster_path': '/eKi8dIrr8voobbaGzDpe8w0PVbC.jpg', 'title': 'Coco (2017)'}, {'movieId': 775, 'poster_path': '/r7vmZjiyZw9rpJMQJdXpjgiCOk9.jpg', 'title': 'Guardians of the Galaxy (2014)'}, {'movieId': 5506, 'poster_path': '/9lfz2W2uGjyow3am00rsPJ8iOyq.jpg', 'title': 'Hidden Figures (2016)'}]",I have a vague idea of the technical details,b,True,True,False,Employed full time
5ec6d054e1f1a71078cfbcda,5f868b7a37ad1a1e747e3289,5f8574e1321766020cfa1d2e,37,"Wed, 14 Oct 2020 05:28:50 GMT",GB,"Wed, 14 Oct 2020 05:24:33 GMT",High school,Male,4,3,4,4,4,4,2,3,5,4,3,3,3,4,3,3,4,"[{'movieId': 795, 'poster_path': '/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg', 'title': 'Avengers: Infinity War - Part I (2018)'}, {'movieId': 159, 'poster_path': '/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg', 'title': 'Matrix, The (1999)'}, {'movieId': 202, 'poster_path': '/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg', 'title': 'Lord of the Rings: The Fellowship of the Ring, The (2001)'}, {'movieId': 72, 'poster_path': '/or1gBugydmjToAEq7OZY0owwFk.jpg', 'title': 'Braveheart (1995)'}, {'movieId': 664, 'poster_path': '/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg', 'title': 'Harry Potter and the Deathly Hallows: Part 1 (2010)'}]",I am very knowledgeable,b,True,True,True,Unable to work
5c2c25310091e40001cb1951,5f862237c610bb15226b3b58,5f8574e1321766020cfa1d2e,24,"Tue, 13 Oct 2020 21:59:19 GMT",US,"Tue, 13 Oct 2020 21:55:18 GMT",Bachelor's degree,Male,4,5,5,4,5,5,5,3,5,4,5,3,3,3,4,4,5,"[{'movieId': 795, 'poster_path': '/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg', 'title': 'Avengers: Infinity War - Part I (2018)'}, {'movieId': 654, 'poster_path': '/9gk7adHYeDvHkCSEqAvQNLV5Uge.jpg', 'title': 'Inception (2010)'}, {'movieId': 586, 'poster_path': '/Agc6lw8pb6BIGVeguvdjDT0p9Mb.jpg', 'title': 'WALL·E (2008)'}, {'movieId': 775, 'poster_path': '/r7vmZjiyZw9rpJMQJdXpjgiCOk9.jpg', 'title': 'Guardians of the Galaxy (2014)'}, {'movieId': 768, 'poster_path': '/uUHvlkLavotfGsNtosDy8ShsIYF.jpg', 'title': 'Edge of Tomorrow (2014)'}, {'movieId': 688, 'poster_path': '/da22ZBmrDOXOCDRvr8Gic8ldhv4.jpg', 'title': 'Harry Potter and the Deathly Hallows: Part 2 (2011)'}, {'movieId': 648, 'poster_path': '/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg', 'title': 'How to Train Your Dragon (2010)'}, {'movieId': 70, 'poster_path': '/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg', 'title': 'Toy Story (1995)'}, {'movieId': 905, 'poster_path': '/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg', 'title': 'Zootopia (2016)'}, {'movieId': 781, 'poster_path': '/2mxS4wUimwlLmI1xp6QW6NSU361.jpg', 'title': 'Big Hero 6 (2014)'}, {'movieId': 236, 'poster_path': '/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg', 'title': 'Incredibles, The (2004)'}, {'movieId': 664, 'poster_path': '/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg', 'title': 'Harry Potter and the Deathly Hallows: Part 1 (2010)'}, {'movieId': 578, 'poster_path': '/qJ2tW6WMUDux911r6m7haRef0WH.jpg', 'title': 'Dark Knight, The (2008)'}, {'movieId': 758, 'poster_path': '/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg', 'title': 'Interstellar (2014)'}, {'movieId': 227, 'poster_path': '/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg', 'title': 'Lord of the Rings: The Return of the King, The (2003)'}, {'movieId': 202, 'poster_path': '/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg', 'title': 'Lord of the Rings: The Fellowship of the Ring, The (2001)'}, {'movieId': 827, 'poster_path': '/x2FJsf1ElAgr63Y3PNPtJrcmpoe.jpg', 'title': 'Arrival (2016)'}, {'movieId': 698, 'poster_path': '/85cWkCVftiVs0BVey6pxX8uNmLt.jpg', 'title': 'Dark Knight Rises, The (2012)'}, {'movieId': 782, 'poster_path': '/9goPE2IoMIXxTLWzl7aizwuIiLh.jpg', 'title': 'Ex Machina (2015)'}, {'movieId': 245, 'poster_path': '/8RW2runSEc34IwKN2D1aPcJd2UL.jpg', 'title': 'Batman Begins (2005)'}]",I have a good idea of the technical details,c,True,True,True,Employed full time
5b74656b9750540001f26fde,5f868b884f44811dfa740299,5f8574e1321766020cfa1d2e,34,"Wed, 14 Oct 2020 05:39:57 GMT",GB,"Wed, 14 Oct 2020 05:24:44 GMT",Bachelor's degree,Male,4,4,2,2,2,2,4,4,5,4,4,3,4,4,3,4,4,"[{'movieId': 274, 'poster_path': '/f8rOfzX9UuY4Zc39rljrRbjsWK3.jpg', 'title': 'Goodfellas (1990)'}, {'movieId': 336, 'poster_path': '/56mOJth6DJ6JhgoE2jtpilVqJO.jpg', 'title': 'Snatch (2000)'}, {'movieId': 842, 'poster_path': '/gCgt1WARPZaXnq523ySQEUKinCs.jpg', 'title': 'Groundhog Day (1993)'}, {'movieId': 1018, 'poster_path': '/rrBuGu0Pjq7Y2BWSI6teGfZzviY.jpg', 'title': 'Heat (1995)'}, {'movieId': 133, 'poster_path': '/jW8w2QZnCSRblYWPc5FKAkS1cal.jpg', 'title': 'Truman Show, The (1998)'}]",I am very knowledgeable,c,True,True,True,Employed full time
5f4f6931bd24e70120ecaf50,5f868b81a937c11e1d859d45,5f8574e1321766020cfa1d2e,40,"Wed, 14 Oct 2020 05:31:40 GMT",US,"Wed, 14 Oct 2020 05:25:16 GMT",Master's degree,Male,4,4,2,1,2,1,4,3,5,5,5,5,4,4,5,4,4,"[{'movieId': 79, 'poster_path': '/5KCVkau1HEl7ZzfPsKAPM0sMiKc.jpg', 'title': 'Shawshank Redemption, The (1994)'}, {'movieId': 297, 'poster_path': '/k1lICEYRpJeFRIRfjxYwmpO9LTu.jpg', 'title': 'Fight Club (1999)'}, {'movieId': 274, 'poster_path': '/f8rOfzX9UuY4Zc39rljrRbjsWK3.jpg', 'title': 'Goodfellas (1990)'}, {'movieId': 795, 'poster_path': '/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg', 'title': 'Avengers: Infinity War - Part I (2018)'}, {'movieId': 578, 'poster_path': '/qJ2tW6WMUDux911r6m7haRef0WH.jpg', 'title': 'Dark Knight, The (2008)'}, {'movieId': 159, 'poster_path': '/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg', 'title': 'Matrix, The (1999)'}]",I have a good idea of the technical details,b,True,True,True,Employed full time
,,,29,"Wed, 14 Oct 2020 09:30:55 GMT",DK,"Wed, 14 Oct 2020 09:21:17 GMT",High school,Female,5,5,5,5,5,5,1,5,5,5,5,4,4,5,5,5,5,"[{'movieId': 795, 'poster_path': '/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg', 'title': 'Avengers: Infinity War - Part I (2018)'}, {'movieId': 202, 'poster_path': '/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg', 'title': 'Lord of the Rings: The Fellowship of the Ring, The (2001)'}, {'movieId': 36, 'poster_path': '/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg', 'title': 'Lord of the Rings: The Two Towers, The (2002)'}, {'movieId': 141, 'poster_path': '/1wY4psJ5NVEhCuOYROwLH2XExM2.jpg', 'title': 'Saving Private Ryan (1998)'}, {'movieId': 82, 'poster_path': '/clolk7rB5lAjs41SD0Vt6IXYLMm.jpg', 'title': 'Forrest Gump (1994)'}, {'movieId': 411, 'poster_path': '/ctjEj2xM32OvBXCq8zAdK3ZrsAj.jpg', 'title': 'Catch Me If You Can (2002)'}, {'movieId': 688, 'poster_path': '/da22ZBmrDOXOCDRvr8Gic8ldhv4.jpg', 'title': 'Harry Potter and the Deathly Hallows: Part 2 (2011)'}, {'movieId': 664, 'poster_path': '/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg', 'title': 'Harry Potter and the Deathly Hallows: Part 1 (2010)'}]",I don't know any technical details,c,True,True,True,Student
5f4d60a25a01eea061adc3ef,5f868bad508e2b1e2a284153,5f8574e1321766020cfa1d2e,18,"Wed, 14 Oct 2020 05:27:43 GMT",US,"Wed, 14 Oct 2020 05:25:08 GMT",High school,Female,4,4,4,4,3,4,2,2,5,4,4,4,4,4,4,4,4,"[{'movieId': 578, 'poster_path': '/qJ2tW6WMUDux911r6m7haRef0WH.jpg', 'title': 'Dark Knight, The (2008)'}, {'movieId': 795, 'poster_path': '/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg', 'title': 'Avengers: Infinity War - Part I (2018)'}, {'movieId': 227, 'poster_path': '/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg', 'title': 'Lord of the Rings: The Return of the King, The (2003)'}, {'movieId': 783, 'poster_path': '/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg', 'title': 'The Imitation Game (2014)'}, {'movieId': 5506, 'poster_path': '/9lfz2W2uGjyow3am00rsPJ8iOyq.jpg', 'title': 'Hidden Figures (2016)'}]",I am very knowledgeable,c,True,True,True,Student
578b5756160201000103fe40,5f868b901b071b1d3a3fa9ac,5f8574e1321766020cfa1d2e,25,"Wed, 14 Oct 2020 05:29:13 GMT",US,"Wed, 14 Oct 2020 05:24:56 GMT",High school,Male,4,5,5,4,4,5,5,4,5,4,3,3,3,4,4,4,3,"[{'movieId': 0, 'poster_path': '/pbL5p4YGsqx2xxhQmsW8qBSasdS.jpg', 'title': 'Pulp Fiction (1994)'}, {'movieId': 202, 'poster_path': '/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg', 'title': 'Lord of the Rings: The Fellowship of the Ring, The (2001)'}, {'movieId': 336, 'poster_path': '/56mOJth6DJ6JhgoE2jtpilVqJO.jpg', 'title': 'Snatch (2000)'}, {'movieId': 614, 'poster_path': '/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg', 'title': 'Inglourious Basterds (2009)'}, {'movieId': 283, 'poster_path': '/48auuGpzl9KSZixAKwj8yKBNIv4.jpg', 'title': 'Big Lebowski, The (1998)'}]",I have a good idea of the technical details,d,False,True,False,Unemployed (not currently looking for job)
572b3753f1d1a50009d14868,5f8622525a996b1671a60d24,5f8574e1321766020cfa1d2e,27,"Tue, 13 Oct 2020 21:58:21 GMT",GB,"Tue, 13 Oct 2020 21:55:56 GMT",Bachelor's degree,Female,5,5,2,4,3,5,2,2,5,4,5,4,4,4,4,4,4,"[{'movieId': 297, 'poster_path': '/k1lICEYRpJeFRIRfjxYwmpO9LTu.jpg', 'title': 'Fight Club (1999)'}, {'movieId': 295, 'poster_path': '/wby9315QzVKdW9BonAefg8jGTTb.jpg', 'title': 'American Beauty (1999)'}, {'movieId': 48, 'poster_path': '/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg', 'title': 'Eternal Sunshine of the Spotless Mind (2004)'}, {'movieId': 3024, 'poster_path': '/ls6zswrOZVhCXQBh96DlbnLBajM.jpg', 'title': 'About Time (2013)'}, {'movieId': 780, 'poster_path': '/j9HrX8f7GbZQm1BrBiR40uFQZSb.jpg', 'title': 'Nightcrawler (2014)'}]",I have a vague idea of the technical details,b,True,True,False,Employed full time
5ee7a70c55e80504fa3bc6ab,5f86225e6d24fc16316c7ae1,5f8574e1321766020cfa1d2e,19,"Tue, 13 Oct 2020 21:59:49 GMT",GB,"Tue, 13 Oct 2020 21:56:55 GMT",Associates degree,Male,5,5,4,5,4,5,5,3,5,5,5,5,3,5,5,5,5,"[{'movieId': 842, 'poster_path': '/gCgt1WARPZaXnq523ySQEUKinCs.jpg', 'title': 'Groundhog Day (1993)'}, {'movieId': 133, 'poster_path': '/jW8w2QZnCSRblYWPc5FKAkS1cal.jpg', 'title': 'Truman Show, The (1998)'}, {'movieId': 260, 'poster_path': '/rplLJ2hPcOQmkFhTqUte0MkEaO2.jpg', 'title': 'Silence of the Lambs, The (1991)'}, {'movieId': 270, 'poster_path': '/wRTCxYHx1d9diFFmOHQZT7CjdUV.jpg', 'title': 'Wallace & Gromit: The Wrong Trousers (1993)'}, {'movieId': 292, 'poster_path': '/8kSerJrhrJWKLk1LViesGcnrUPE.jpg', 'title': 'Lock, Stock & Two Smoking Barrels (1998)'}]",I am very knowledgeable,b,True,True,True,Employed full time
5eaf105ff7c38d0a55e74d1f,5f868bb7ff573d1e02c268af,5f8574e1321766020cfa1d2e,20,"Wed, 14 Oct 2020 05:28:14 GMT",US,"Wed, 14 Oct 2020 05:25:27 GMT",High school,Male,4,4,4,3,4,4,3,2,5,3,4,4,3,4,5,4,4,"[{'movieId': 0, 'poster_path': '/pbL5p4YGsqx2xxhQmsW8qBSasdS.jpg', 'title': 'Pulp Fiction (1994)'}, {'movieId': 578, 'poster_path': '/qJ2tW6WMUDux911r6m7haRef0WH.jpg', 'title': 'Dark Knight, The (2008)'}, {'movieId': 614, 'poster_path': '/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg', 'title': 'Inglourious Basterds (2009)'}, {'movieId': 2129, 'poster_path': '/7qHwh3mFJs7ldwzGSWsBLmgecfj.jpg', 'title': 'Hoop Dreams (1994)'}, {'movieId': 773, 'poster_path': '/qymaJhucquUwjpb8oiqynMeXnID.jpg', 'title': 'Gone Girl (2014)'}]",I have a good idea of the technical details,c,True,True,True,Student
